0 verbose cli /opt/homebrew/Cellar/node/25.6.0/bin/node /opt/homebrew/bin/npm
4120 silly ADD node_modules/stackframe
4121 silly ADD node_modules/stack-utils
4122 silly ADD node_modules/stack-utils/node_modules/escape-string-regexp
4123 silly ADD node_modules/stack-generator
4124 silly ADD node_modules/sprintf-js
4125 silly ADD node_modules/source-map-support
4126 silly ADD node_modules/source-map-js
4127 silly ADD node_modules/source-map
4128 silly ADD node_modules/slugify
4129 silly ADD node_modules/slash
4130 silly ADD node_modules/sisteransi
4131 silly ADD node_modules/simple-plist
4132 silly ADD node_modules/simple-plist/node_modules/bplist-parser
4133 silly ADD node_modules/signal-exit
4134 silly ADD node_modules/shell-quote
4135 silly ADD node_modules/shebang-regex
4136 silly ADD node_modules/shebang-command
4137 silly ADD node_modules/setprototypeof
4138 silly ADD node_modules/setimmediate
4139 silly ADD node_modules/server-only
4140 silly ADD node_modules/serve-static
4141 silly ADD node_modules/serve-static/node_modules/encodeurl
4142 silly ADD node_modules/serialize-error
4143 silly ADD node_modules/send
4144 silly ADD node_modules/send/node_modules/statuses
4145 silly ADD node_modules/send/node_modules/on-finished
4146 silly ADD node_modules/send/node_modules/encodeurl
4147 silly ADD node_modules/send/node_modules/debug
4148 silly ADD node_modules/send/node_modules/debug/node_modules/ms
4149 silly ADD node_modules/semver
4150 silly ADD node_modules/semver/node_modules/yallist
4151 silly ADD node_modules/semver/node_modules/lru-cache
4152 silly ADD node_modules/scheduler
4153 silly ADD node_modules/saxes
4154 silly ADD node_modules/sax
4155 silly ADD node_modules/safer-buffer
4156 silly ADD node_modules/safe-buffer
4157 silly ADD node_modules/restore-cursor
4158 silly ADD node_modules/restore-cursor/node_modules/onetime
4159 silly ADD node_modules/restore-cursor/node_modules/mimic-fn
4160 silly ADD node_modules/resolve.exports
4161 silly ADD node_modules/resolve-workspace-root
4162 silly ADD node_modules/resolve-global
4163 silly ADD node_modules/resolve-from
4164 silly ADD node_modules/resolve-cwd
4165 silly ADD node_modules/resolve
4166 silly ADD node_modules/requires-port
4167 silly ADD node_modules/requireg
4168 silly ADD node_modules/requireg/node_modules/resolve
4169 silly ADD node_modules/require-from-string
4170 silly ADD node_modules/require-directory
4171 silly ADD node_modules/regjsparser
4172 silly ADD node_modules/regjsgen
4173 silly ADD node_modules/regexpu-core
4174 silly ADD node_modules/regenerator-runtime
4175 silly ADD node_modules/regenerate-unicode-properties
4176 silly ADD node_modules/regenerate
4177 silly ADD node_modules/redent
4178 silly ADD node_modules/react-test-renderer
4179 silly ADD node_modules/react-test-renderer/node_modules/scheduler
4180 silly ADD node_modules/react-test-renderer/node_modules/react-is
4181 silly ADD node_modules/react-refresh
4182 silly ADD node_modules/react-native-web
4183 silly ADD node_modules/react-native-web/node_modules/memoize-one
4184 silly ADD node_modules/react-native-web/node_modules/@react-native/normalize-colors
4185 silly ADD node_modules/react-native-is-edge-to-edge
4186 silly ADD node_modules/react-native
4187 silly ADD node_modules/react-native/node_modules/ws
4188 silly ADD node_modules/react-native/node_modules/write-file-atomic
4189 silly ADD node_modules/react-native/node_modules/supports-color
4190 silly ADD node_modules/react-native/node_modules/scheduler
4191 silly ADD node_modules/react-native/node_modules/pretty-format
4192 silly ADD node_modules/react-native/node_modules/picomatch
4193 silly ADD node_modules/react-native/node_modules/minimatch
4194 silly ADD node_modules/react-native/node_modules/jest-worker
4195 silly ADD node_modules/react-native/node_modules/jest-util
4196 silly ADD node_modules/react-native/node_modules/jest-regex-util
4197 silly ADD node_modules/react-native/node_modules/jest-mock
4198 silly ADD node_modules/react-native/node_modules/jest-message-util
4199 silly ADD node_modules/react-native/node_modules/jest-haste-map
4200 silly ADD node_modules/react-native/node_modules/jest-environment-node
4201 silly ADD node_modules/react-native/node_modules/istanbul-lib-instrument
4202 silly ADD node_modules/react-native/node_modules/istanbul-lib-instrument/node_modules/semver
4203 silly ADD node_modules/react-native/node_modules/glob
4204 silly ADD node_modules/react-native/node_modules/commander
4205 silly ADD node_modules/react-native/node_modules/brace-expansion
4206 silly ADD node_modules/react-native/node_modules/babel-preset-jest
4207 silly ADD node_modules/react-native/node_modules/babel-plugin-jest-hoist
4208 silly ADD node_modules/react-native/node_modules/babel-plugin-istanbul
4209 silly ADD node_modules/react-native/node_modules/babel-jest
4210 silly ADD node_modules/react-native/node_modules/ansi-styles
4211 silly ADD node_modules/react-native/node_modules/@sinonjs/fake-timers
4212 silly ADD node_modules/react-native/node_modules/@sinclair/typebox
4213 silly ADD node_modules/react-native/node_modules/@jest/types
4214 silly ADD node_modules/react-native/node_modules/@jest/transform
4215 silly ADD node_modules/react-native/node_modules/@jest/schemas
4216 silly ADD node_modules/react-native/node_modules/@jest/fake-timers
4217 silly ADD node_modules/react-native/node_modules/@jest/environment
4218 silly ADD node_modules/react-is
4219 silly ADD node_modules/react-dom
4220 silly ADD node_modules/react-devtools-core
4221 silly ADD node_modules/react-devtools-core/node_modules/ws
4222 silly ADD node_modules/react
4223 silly ADD node_modules/rc
4224 silly ADD node_modules/rc/node_modules/strip-json-comments
4225 silly ADD node_modules/range-parser
4226 silly ADD node_modules/queue
4227 silly ADD node_modules/querystringify
4228 silly ADD node_modules/qrcode-terminal
4229 silly ADD node_modules/pure-rand
4230 silly ADD node_modules/punycode
4231 silly ADD node_modules/psl
4232 silly ADD node_modules/prompts
4233 silly ADD node_modules/promise
4234 silly ADD node_modules/progress
4235 silly ADD node_modules/proc-log
4236 silly ADD node_modules/pretty-format
4237 silly ADD node_modules/pretty-format/node_modules/ansi-styles
4238 silly ADD node_modules/pretty-bytes
4239 silly ADD node_modules/postcss-value-parser
4240 silly ADD node_modules/pngjs
4241 silly ADD node_modules/plist
4242 silly ADD node_modules/pkg-dir
4243 silly ADD node_modules/pkg-dir/node_modules/p-locate
4244 silly ADD node_modules/pkg-dir/node_modules/p-limit
4245 silly ADD node_modules/pkg-dir/node_modules/locate-path
4246 silly ADD node_modules/pkg-dir/node_modules/find-up
4247 silly ADD node_modules/pirates
4248 silly ADD node_modules/picomatch
4249 silly ADD node_modules/picocolors
4250 silly ADD node_modules/path-scurry
4251 silly ADD node_modules/path-scurry/node_modules/lru-cache
4252 silly ADD node_modules/path-parse
4253 silly ADD node_modules/path-key
4254 silly ADD node_modules/path-is-absolute
4255 silly ADD node_modules/path-exists
4256 silly ADD node_modules/parseurl
4257 silly ADD node_modules/parse5
4258 silly ADD node_modules/parse5/node_modules/entities
4259 silly ADD node_modules/parse-png
4260 silly ADD node_modules/parse-json
4261 silly ADD node_modules/package-json-from-dist
4262 silly ADD node_modules/p-try
4263 silly ADD node_modules/p-limit
4264 silly ADD node_modules/ora
4265 silly ADD node_modules/ora/node_modules/supports-color
4266 silly ADD node_modules/ora/node_modules/strip-ansi
4267 silly ADD node_modules/ora/node_modules/has-flag
4268 silly ADD node_modules/ora/node_modules/escape-string-regexp
4269 silly ADD node_modules/ora/node_modules/color-name
4270 silly ADD node_modules/ora/node_modules/color-convert
4271 silly ADD node_modules/ora/node_modules/chalk
4272 silly ADD node_modules/ora/node_modules/ansi-styles
4273 silly ADD node_modules/ora/node_modules/ansi-regex
4274 silly ADD node_modules/open
4275 silly ADD node_modules/onetime
4276 silly ADD node_modules/once
4277 silly ADD node_modules/on-headers
4278 silly ADD node_modules/on-finished
4279 silly ADD node_modules/object-assign
4280 silly ADD node_modules/ob1
4281 silly ADD node_modules/nwsapi
4282 silly ADD node_modules/nullthrows
4283 silly ADD node_modules/npm-run-path
4284 silly ADD node_modules/npm-package-arg
4285 silly ADD node_modules/normalize-path
4286 silly ADD node_modules/node-releases
4287 silly ADD node_modules/node-int64
4288 silly ADD node_modules/node-forge
4289 silly ADD node_modules/node-fetch
4290 silly ADD node_modules/node-fetch/node_modules/whatwg-url
4291 silly ADD node_modules/node-fetch/node_modules/webidl-conversions
4292 silly ADD node_modules/node-fetch/node_modules/tr46
4293 silly ADD node_modules/nested-error-stacks
4294 silly ADD node_modules/neo-async
4295 silly ADD node_modules/negotiator
4296 silly ADD node_modules/natural-compare
4297 silly ADD node_modules/napi-postinstall
4298 silly ADD node_modules/nanoid
4299 silly ADD node_modules/mz
4300 silly ADD node_modules/ms
4301 silly ADD node_modules/mkdirp
4302 silly ADD node_modules/minizlib
4303 silly ADD node_modules/minipass
4304 silly ADD node_modules/minimist
4305 silly ADD node_modules/minimatch
4306 silly ADD node_modules/min-indent
4307 silly ADD node_modules/mimic-fn
4308 silly ADD node_modules/mime-types
4309 silly ADD node_modules/mime-types/node_modules/mime-db
4310 silly ADD node_modules/mime-db
4311 silly ADD node_modules/mime
4312 silly ADD node_modules/micromatch
4313 silly ADD node_modules/micromatch/node_modules/picomatch
4314 silly ADD node_modules/metro-transform-worker
4315 silly ADD node_modules/metro-transform-plugins
4316 silly ADD node_modules/metro-symbolicate
4317 silly ADD node_modules/metro-symbolicate/node_modules/source-map
4318 silly ADD node_modules/metro-source-map
4319 silly ADD node_modules/metro-source-map/node_modules/source-map
4320 silly ADD node_modules/metro-runtime
4321 silly ADD node_modules/metro-resolver
4322 silly ADD node_modules/metro-minify-terser
4323 silly ADD node_modules/metro-file-map
4324 silly ADD node_modules/metro-file-map/node_modules/supports-color
4325 silly ADD node_modules/metro-file-map/node_modules/picomatch
4326 silly ADD node_modules/metro-file-map/node_modules/jest-worker
4327 silly ADD node_modules/metro-file-map/node_modules/jest-util
4328 silly ADD node_modules/metro-file-map/node_modules/@sinclair/typebox
4329 silly ADD node_modules/metro-file-map/node_modules/@jest/types
4330 silly ADD node_modules/metro-file-map/node_modules/@jest/schemas
4331 silly ADD node_modules/metro-core
4332 silly ADD node_modules/metro-config
4333 silly ADD node_modules/metro-config/node_modules/yaml
4334 silly ADD node_modules/metro-config/node_modules/pretty-format
4335 silly ADD node_modules/metro-config/node_modules/jest-validate
4336 silly ADD node_modules/metro-config/node_modules/camelcase
4337 silly ADD node_modules/metro-config/node_modules/ansi-styles
4338 silly ADD node_modules/metro-config/node_modules/@sinclair/typebox
4339 silly ADD node_modules/metro-config/node_modules/@jest/types
4340 silly ADD node_modules/metro-config/node_modules/@jest/schemas
4341 silly ADD node_modules/metro-cache-key
4342 silly ADD node_modules/metro-cache
4343 silly ADD node_modules/metro-cache/node_modules/https-proxy-agent
4344 silly ADD node_modules/metro-cache/node_modules/agent-base
4345 silly ADD node_modules/metro-babel-transformer
4346 silly ADD node_modules/metro-babel-transformer/node_modules/hermes-parser
4347 silly ADD node_modules/metro-babel-transformer/node_modules/hermes-estree
4348 silly ADD node_modules/metro
4349 silly ADD node_modules/metro/node_modules/ws
4350 silly ADD node_modules/metro/node_modules/supports-color
4351 silly ADD node_modules/metro/node_modules/source-map
4352 silly ADD node_modules/metro/node_modules/picomatch
4353 silly ADD node_modules/metro/node_modules/jest-worker
4354 silly ADD node_modules/metro/node_modules/jest-util
4355 silly ADD node_modules/metro/node_modules/jest-util/node_modules/ci-info
4356 silly ADD node_modules/metro/node_modules/hermes-parser
4357 silly ADD node_modules/metro/node_modules/hermes-estree
4358 silly ADD node_modules/metro/node_modules/ci-info
4359 silly ADD node_modules/metro/node_modules/@sinclair/typebox
4360 silly ADD node_modules/metro/node_modules/@jest/types
4361 silly ADD node_modules/metro/node_modules/@jest/schemas
4362 silly ADD node_modules/merge-stream
4363 silly ADD node_modules/memoize-one
4364 silly ADD node_modules/math-intrinsics
4365 silly ADD node_modules/marky
4366 silly ADD node_modules/makeerror
4367 silly ADD node_modules/make-error
4368 silly ADD node_modules/lru-cache
4369 silly ADD node_modules/loose-envify
4370 silly ADD node_modules/log-symbols
4371 silly ADD node_modules/log-symbols/node_modules/supports-color
4372 silly ADD node_modules/log-symbols/node_modules/has-flag
4373 silly ADD node_modules/log-symbols/node_modules/escape-string-regexp
4374 silly ADD node_modules/log-symbols/node_modules/color-name
4375 silly ADD node_modules/log-symbols/node_modules/color-convert
4376 silly ADD node_modules/log-symbols/node_modules/chalk
4377 silly ADD node_modules/log-symbols/node_modules/ansi-styles
4378 silly ADD node_modules/lodash.throttle
4379 silly ADD node_modules/lodash.memoize
4380 silly ADD node_modules/lodash.debounce
4381 silly ADD node_modules/lodash
4382 silly ADD node_modules/lines-and-columns
4383 silly ADD node_modules/lightningcss-darwin-arm64
4384 silly ADD node_modules/lightningcss
4385 silly ADD node_modules/lighthouse-logger
4386 silly ADD node_modules/lighthouse-logger/node_modules/ms
4387 silly ADD node_modules/lighthouse-logger/node_modules/debug
4388 silly ADD node_modules/leven
4389 silly ADD node_modules/lan-network
4390 silly ADD node_modules/kleur
4391 silly ADD node_modules/json5
4392 silly ADD node_modules/json-parse-even-better-errors
4393 silly ADD node_modules/jsesc
4394 silly ADD node_modules/jsdom
4395 silly ADD node_modules/jsc-safe-url
4396 silly ADD node_modules/js-yaml
4397 silly ADD node_modules/js-tokens
4398 silly ADD node_modules/jimp-compact
4399 silly ADD node_modules/jest-watcher
4400 silly ADD node_modules/jest-watch-typeahead
4401 silly ADD node_modules/jest-watch-typeahead/node_modules/string-length
4402 silly ADD node_modules/jest-watch-typeahead/node_modules/string-length/node_modules/char-regex
4403 silly ADD node_modules/jest-watch-typeahead/node_modules/slash
4404 silly ADD node_modules/jest-watch-typeahead/node_modules/pretty-format
4405 silly ADD node_modules/jest-watch-typeahead/node_modules/picomatch
4406 silly ADD node_modules/jest-watch-typeahead/node_modules/jest-watcher
4407 silly ADD node_modules/jest-watch-typeahead/node_modules/jest-watcher/node_modules/strip-ansi
4408 silly ADD node_modules/jest-watch-typeahead/node_modules/jest-watcher/node_modules/string-length
4409 silly ADD node_modules/jest-watch-typeahead/node_modules/jest-watcher/node_modules/ansi-escapes
4410 silly ADD node_modules/jest-watch-typeahead/node_modules/jest-util
4411 silly ADD node_modules/jest-watch-typeahead/node_modules/jest-regex-util
4412 silly ADD node_modules/jest-watch-typeahead/node_modules/jest-message-util
4413 silly ADD node_modules/jest-watch-typeahead/node_modules/jest-message-util/node_modules/slash
4414 silly ADD node_modules/jest-watch-typeahead/node_modules/ansi-styles
4415 silly ADD node_modules/jest-watch-typeahead/node_modules/ansi-escapes
4416 silly ADD node_modules/jest-watch-typeahead/node_modules/@sinclair/typebox
4417 silly ADD node_modules/jest-watch-typeahead/node_modules/@jest/types
4418 silly ADD node_modules/jest-watch-typeahead/node_modules/@jest/test-result
4419 silly ADD node_modules/jest-watch-typeahead/node_modules/@jest/schemas
4420 silly ADD node_modules/jest-watch-typeahead/node_modules/@jest/console
4421 silly ADD node_modules/jest-watch-typeahead/node_modules/@jest/console/node_modules/slash
4422 silly ADD node_modules/jest-watch-select-projects
4423 silly ADD node_modules/jest-watch-select-projects/node_modules/chalk
4424 silly ADD node_modules/jest-validate
4425 silly ADD node_modules/jest-validate/node_modules/camelcase
4426 silly ADD node_modules/jest-util
4427 silly ADD node_modules/jest-util/node_modules/picomatch
4428 silly ADD node_modules/jest-util/node_modules/ci-info
4429 silly ADD node_modules/jest-snapshot
4430 silly ADD node_modules/jest-snapshot/node_modules/semver
4431 silly ADD node_modules/jest-runtime
4432 silly ADD node_modules/jest-runtime/node_modules/path-scurry
4433 silly ADD node_modules/jest-runtime/node_modules/lru-cache
4434 silly ADD node_modules/jest-runtime/node_modules/glob
4435 silly ADD node_modules/jest-runtime/node_modules/@jest/globals
4436 silly ADD node_modules/jest-runner
4437 silly ADD node_modules/jest-runner/node_modules/supports-color
4438 silly ADD node_modules/jest-runner/node_modules/source-map-support
4439 silly ADD node_modules/jest-runner/node_modules/jest-worker
4440 silly ADD node_modules/jest-resolve-dependencies
4441 silly ADD node_modules/jest-resolve
4442 silly ADD node_modules/jest-regex-util
4443 silly ADD node_modules/jest-pnp-resolver
4444 silly ADD node_modules/jest-mock
4445 silly ADD node_modules/jest-message-util
4446 silly ADD node_modules/jest-matcher-utils
4447 silly ADD node_modules/jest-leak-detector
4448 silly ADD node_modules/jest-haste-map
4449 silly ADD node_modules/jest-haste-map/node_modules/supports-color
4450 silly ADD node_modules/jest-haste-map/node_modules/jest-worker
4451 silly ADD node_modules/jest-get-type
4452 silly ADD node_modules/jest-expo
4453 silly ADD node_modules/jest-expo/node_modules/write-file-atomic
4454 silly ADD node_modules/jest-expo/node_modules/supports-color
4455 silly ADD node_modules/jest-expo/node_modules/pretty-format
4456 silly ADD node_modules/jest-expo/node_modules/picomatch
4457 silly ADD node_modules/jest-expo/node_modules/jest-worker
4458 silly ADD node_modules/jest-expo/node_modules/jest-util
4459 silly ADD node_modules/jest-expo/node_modules/jest-snapshot
4460 silly ADD node_modules/jest-expo/node_modules/jest-regex-util
4461 silly ADD node_modules/jest-expo/node_modules/jest-message-util
4462 silly ADD node_modules/jest-expo/node_modules/jest-matcher-utils
4463 silly ADD node_modules/jest-expo/node_modules/jest-haste-map
4464 silly ADD node_modules/jest-expo/node_modules/jest-diff
4465 silly ADD node_modules/jest-expo/node_modules/istanbul-lib-instrument
4466 silly ADD node_modules/jest-expo/node_modules/istanbul-lib-instrument/node_modules/semver
4467 silly ADD node_modules/jest-expo/node_modules/expect
4468 silly ADD node_modules/jest-expo/node_modules/babel-preset-jest
4469 silly ADD node_modules/jest-expo/node_modules/babel-plugin-jest-hoist
4470 silly ADD node_modules/jest-expo/node_modules/babel-plugin-istanbul
4471 silly ADD node_modules/jest-expo/node_modules/babel-jest
4472 silly ADD node_modules/jest-expo/node_modules/ansi-styles
4473 silly ADD node_modules/jest-expo/node_modules/@sinclair/typebox
4474 silly ADD node_modules/jest-expo/node_modules/@jest/types
4475 silly ADD node_modules/jest-expo/node_modules/@jest/transform
4476 silly ADD node_modules/jest-expo/node_modules/@jest/schemas
4477 silly ADD node_modules/jest-expo/node_modules/@jest/expect-utils
4478 silly ADD node_modules/jest-environment-node
4479 silly ADD node_modules/jest-environment-jsdom
4480 silly ADD node_modules/jest-environment-jsdom/node_modules/pretty-format
4481 silly ADD node_modules/jest-environment-jsdom/node_modules/picomatch
4482 silly ADD node_modules/jest-environment-jsdom/node_modules/jest-util
4483 silly ADD node_modules/jest-environment-jsdom/node_modules/jest-mock
4484 silly ADD node_modules/jest-environment-jsdom/node_modules/jest-message-util
4485 silly ADD node_modules/jest-environment-jsdom/node_modules/ansi-styles
4486 silly ADD node_modules/jest-environment-jsdom/node_modules/@sinonjs/fake-timers
4487 silly ADD node_modules/jest-environment-jsdom/node_modules/@sinclair/typebox
4488 silly ADD node_modules/jest-environment-jsdom/node_modules/@jest/types
4489 silly ADD node_modules/jest-environment-jsdom/node_modules/@jest/schemas
4490 silly ADD node_modules/jest-environment-jsdom/node_modules/@jest/fake-timers
4491 silly ADD node_modules/jest-environment-jsdom/node_modules/@jest/environment
4492 silly ADD node_modules/jest-each
4493 silly ADD node_modules/jest-docblock
4494 silly ADD node_modules/jest-diff
4495 silly ADD node_modules/jest-config
4496 silly ADD node_modules/jest-config/node_modules/path-scurry
4497 silly ADD node_modules/jest-config/node_modules/lru-cache
4498 silly ADD node_modules/jest-config/node_modules/glob
4499 silly ADD node_modules/jest-config/node_modules/ci-info
4500 silly ADD node_modules/jest-cli
4501 silly ADD node_modules/jest-circus
4502 silly ADD node_modules/jest-changed-files
4503 silly ADD node_modules/jest
4504 silly ADD node_modules/jackspeak
4505 silly ADD node_modules/istanbul-reports
4506 silly ADD node_modules/istanbul-lib-source-maps
4507 silly ADD node_modules/istanbul-lib-report
4508 silly ADD node_modules/istanbul-lib-report/node_modules/make-dir
4509 silly ADD node_modules/istanbul-lib-instrument
4510 silly ADD node_modules/istanbul-lib-coverage
4511 silly ADD node_modules/isexe
4512 silly ADD node_modules/is-wsl
4513 silly ADD node_modules/is-stream
4514 silly ADD node_modules/is-potential-custom-element-name
4515 silly ADD node_modules/is-number
4516 silly ADD node_modules/is-generator-fn
4517 silly ADD node_modules/is-fullwidth-code-point
4518 silly ADD node_modules/is-docker
4519 silly ADD node_modules/is-core-module
4520 silly ADD node_modules/is-arrayish
4521 silly ADD node_modules/invariant
4522 silly ADD node_modules/inline-style-prefixer
4523 silly ADD node_modules/ini
4524 silly ADD node_modules/inherits
4525 silly ADD node_modules/inflight
4526 silly ADD node_modules/indent-string
4527 silly ADD node_modules/imurmurhash
4528 silly ADD node_modules/import-local
4529 silly ADD node_modules/image-size
4530 silly ADD node_modules/ignore
4531 silly ADD node_modules/ieee754
4532 silly ADD node_modules/iconv-lite
4533 silly ADD node_modules/hyphenate-style-name
4534 silly ADD node_modules/human-signals
4535 silly ADD node_modules/https-proxy-agent
4536 silly ADD node_modules/http-proxy-agent
4537 silly ADD node_modules/http-errors
4538 silly ADD node_modules/http-errors/node_modules/statuses
4539 silly ADD node_modules/html-escaper
4540 silly ADD node_modules/html-encoding-sniffer
4541 silly ADD node_modules/hosted-git-info
4542 silly ADD node_modules/hosted-git-info/node_modules/lru-cache
4543 silly ADD node_modules/hermes-parser
4544 silly ADD node_modules/hermes-estree
4545 silly ADD node_modules/hasown
4546 silly ADD node_modules/has-tostringtag
4547 silly ADD node_modules/has-symbols
4548 silly ADD node_modules/has-flag
4549 silly ADD node_modules/handlebars
4550 silly ADD node_modules/graceful-fs
4551 silly ADD node_modules/gopd
4552 silly ADD node_modules/global-dirs
4553 silly ADD node_modules/glob
4554 silly ADD node_modules/glob/node_modules/minimatch
4555 silly ADD node_modules/glob/node_modules/jackspeak
4556 silly ADD node_modules/glob/node_modules/brace-expansion
4557 silly ADD node_modules/glob/node_modules/balanced-match
4558 silly ADD node_modules/glob/node_modules/@isaacs/cliui
4559 silly ADD node_modules/get-stream
4560 silly ADD node_modules/get-proto
4561 silly ADD node_modules/get-package-type
4562 silly ADD node_modules/get-intrinsic
4563 silly ADD node_modules/get-caller-file
4564 silly ADD node_modules/gensync
4565 silly ADD node_modules/function-bind
4566 silly ADD node_modules/fsevents
4567 silly ADD node_modules/fs.realpath
4568 silly ADD node_modules/fresh
4569 silly ADD node_modules/freeport-async
4570 silly ADD node_modules/form-data
4571 silly ADD node_modules/foreground-child
4572 silly ADD node_modules/foreground-child/node_modules/signal-exit
4573 silly ADD node_modules/fontfaceobserver
4574 silly ADD node_modules/flow-enums-runtime
4575 silly ADD node_modules/finalhandler
4576 silly ADD node_modules/finalhandler/node_modules/ms
4577 silly ADD node_modules/finalhandler/node_modules/debug
4578 silly ADD node_modules/fill-range
4579 silly ADD node_modules/fdir
4580 silly ADD node_modules/fbjs-css-vars
4581 silly ADD node_modules/fbjs
4582 silly ADD node_modules/fbjs/node_modules/promise
4583 silly ADD node_modules/fb-watchman
4584 silly ADD node_modules/fast-json-stable-stringify
4585 silly ADD node_modules/exponential-backoff
4586 silly ADD node_modules/expo-status-bar
4587 silly ADD node_modules/expo-sqlite
4588 silly ADD node_modules/expo-server
4589 silly ADD node_modules/expo-modules-core
4590 silly ADD node_modules/expo-modules-autolinking
4591 silly ADD node_modules/expo-keep-awake
4592 silly ADD node_modules/expo-font
4593 silly ADD node_modules/expo-file-system
4594 silly ADD node_modules/expo-constants
4595 silly ADD node_modules/expo-asset
4596 silly ADD node_modules/expo
4597 silly ADD node_modules/expo/node_modules/pretty-format
4598 silly ADD node_modules/expo/node_modules/ansi-styles
4599 silly ADD node_modules/expo/node_modules/@sinclair/typebox
4600 silly ADD node_modules/expo/node_modules/@jest/schemas
4601 silly ADD node_modules/expect
4602 silly ADD node_modules/exit-x
4603 silly ADD node_modules/execa
4604 silly ADD node_modules/exec-async
4605 silly ADD node_modules/event-target-shim
4606 silly ADD node_modules/etag
4607 silly ADD node_modules/esutils
4608 silly ADD node_modules/estraverse
4609 silly ADD node_modules/esprima
4610 silly ADD node_modules/escodegen
4611 silly ADD node_modules/escape-string-regexp
4612 silly ADD node_modules/escape-html
4613 silly ADD node_modules/escalade
4614 silly ADD node_modules/es-set-tostringtag
4615 silly ADD node_modules/es-object-atoms
4616 silly ADD node_modules/es-errors
4617 silly ADD node_modules/es-define-property
4618 silly ADD node_modules/error-stack-parser
4619 silly ADD node_modules/error-ex
4620 silly ADD node_modules/env-editor
4621 silly ADD node_modules/encodeurl
4622 silly ADD node_modules/emoji-regex
4623 silly ADD node_modules/emittery
4624 silly ADD node_modules/electron-to-chromium
4625 silly ADD node_modules/ee-first
4626 silly ADD node_modules/eastasianwidth
4627 silly ADD node_modules/dunder-proto
4628 silly ADD node_modules/dotenv-expand
4629 silly ADD node_modules/dotenv
4630 silly ADD node_modules/domexception
4631 silly ADD node_modules/diff-sequences
4632 silly ADD node_modules/detect-newline
4633 silly ADD node_modules/detect-libc
4634 silly ADD node_modules/destroy
4635 silly ADD node_modules/depd
4636 silly ADD node_modules/delayed-stream
4637 silly ADD node_modules/define-lazy-prop
4638 silly ADD node_modules/defaults
4639 silly ADD node_modules/deepmerge
4640 silly ADD node_modules/deep-extend
4641 silly ADD node_modules/dedent
4642 silly ADD node_modules/decimal.js
4643 silly ADD node_modules/debug
4644 silly ADD node_modules/data-urls
4645 silly ADD node_modules/csstype
4646 silly ADD node_modules/cssstyle
4647 silly ADD node_modules/cssstyle/node_modules/cssom
4648 silly ADD node_modules/cssom
4649 silly ADD node_modules/css-in-js-utils
4650 silly ADD node_modules/crypto-random-string
4651 silly ADD node_modules/cross-spawn
4652 silly ADD node_modules/cross-fetch
4653 silly ADD node_modules/core-js-compat
4654 silly ADD node_modules/convert-source-map
4655 silly ADD node_modules/connect
4656 silly ADD node_modules/connect/node_modules/ms
4657 silly ADD node_modules/connect/node_modules/debug
4658 silly ADD node_modules/concat-map
4659 silly ADD node_modules/compression
4660 silly ADD node_modules/compression/node_modules/negotiator
4661 silly ADD node_modules/compression/node_modules/ms
4662 silly ADD node_modules/compression/node_modules/debug
4663 silly ADD node_modules/compressible
4664 silly ADD node_modules/commander
4665 silly ADD node_modules/combined-stream
4666 silly ADD node_modules/color-name
4667 silly ADD node_modules/color-convert
4668 silly ADD node_modules/collect-v8-coverage
4669 silly ADD node_modules/co
4670 silly ADD node_modules/clone
4671 silly ADD node_modules/cliui
4672 silly ADD node_modules/cliui/node_modules/strip-ansi
4673 silly ADD node_modules/cli-spinners
4674 silly ADD node_modules/cli-cursor
4675 silly ADD node_modules/cjs-module-lexer
4676 silly ADD node_modules/ci-info
4677 silly ADD node_modules/chromium-edge-launcher
4678 silly ADD node_modules/chromium-edge-launcher/node_modules/rimraf
4679 silly ADD node_modules/chromium-edge-launcher/node_modules/minimatch
4680 silly ADD node_modules/chromium-edge-launcher/node_modules/glob
4681 silly ADD node_modules/chromium-edge-launcher/node_modules/brace-expansion
4682 silly ADD node_modules/chrome-launcher
4683 silly ADD node_modules/chownr
4684 silly ADD node_modules/char-regex
4685 silly ADD node_modules/chalk
4686 silly ADD node_modules/caniuse-lite
4687 silly ADD node_modules/camelcase
4688 silly ADD node_modules/callsites
4689 silly ADD node_modules/call-bind-apply-helpers
4690 silly ADD node_modules/bytes
4691 silly ADD node_modules/buffer-from
4692 silly ADD node_modules/buffer
4693 silly ADD node_modules/bser
4694 silly ADD node_modules/bs-logger
4695 silly ADD node_modules/browserslist
4696 silly ADD node_modules/braces
4697 silly ADD node_modules/brace-expansion
4698 silly ADD node_modules/bplist-parser
4699 silly ADD node_modules/bplist-creator
4700 silly ADD node_modules/big-integer
4701 silly ADD node_modules/better-opn
4702 silly ADD node_modules/better-opn/node_modules/open
4703 silly ADD node_modules/baseline-browser-mapping
4704 silly ADD node_modules/base64-js
4705 silly ADD node_modules/balanced-match
4706 silly ADD node_modules/babel-preset-jest
4707 silly ADD node_modules/babel-preset-expo
4708 silly ADD node_modules/babel-preset-current-node-syntax
4709 silly ADD node_modules/babel-plugin-transform-flow-enums
4710 silly ADD node_modules/babel-plugin-syntax-hermes-parser
4711 silly ADD node_modules/babel-plugin-react-native-web
4712 silly ADD node_modules/babel-plugin-react-compiler
4713 silly ADD node_modules/babel-plugin-polyfill-regenerator
